example_field
"[0.5516968830203398, 0.977500285520829, 0.934277788242036, 0.19504665487508688, 0.08879994453846485, 0.7191349618733636, 0.21665108913330677, 0.6553159579645929]"
"[0.6423780267703924, 0.32393793954249595, 0.4152856613989502, 0.2308046675976041, 0.837391769946485, 0.682898968423992, 0.6628405746742421, 0.523363982057861]"
"[0.30824794209372874, 0.3503256396153761, 0.5876583255938136, 0.9345744065408573, 0.5149148272381496, 0.3103154231905295, 0.6734680453129133, 0.02880682383621669]"
"[0.07677771245607345, 0.8172258621578914, 0.14999547155267223, 0.36302251795639706, 0.4197000194234224, 0.7154229608987375, 0.6026219732362338, 0.24806917899566794]"
"[0.6614055034437377, 0.9323847868429666, 0.31597394213451024, 0.6916735766960371, 0.725697217401161, 0.7265993909174812, 0.9589602423023195, 0.9929391965673716]"
"[0.12962505527152768, 0.7778430151868875, 0.6308754697906113, 0.5915724642600916, 0.6223207852811821, 0.6070098489890411, 0.5454437575228115, 0.14106249171294982]"
"[0.034284728332806935, 0.6329166471378694, 0.718379469551553, 0.062490718829978364, 0.14251841835735712, 0.45688775193275255, 0.9151317604960545, 0.9515570646431246]"
"[0.9094123341605046, 0.390550701494642, 0.4710215608816427, 0.143967579928854, 0.7448341749389576, 0.40255632791689233, 0.07459677412153853, 0.015021468766426516]"
"[0.7155680225903669, 0.5795181508092762, 0.14117395780880237, 0.5049149134407946, 0.7439754587062136, 0.3725899281832036, 0.6334742412766533, 0.33699064773071286]"
"[0.2952936288868747, 0.04618413529532028, 0.15192075810871453, 0.21716208325660558, 0.8099009478096786, 0.02331097929386916, 0.8770920130963259, 0.5841151793790442]"
"[0.5185467394144101, 0.2425956758392619, 0.45722191475539875, 0.581190269243963, 0.7686763286335773, 0.8822981464500037, 0.9836494576615716, 0.12938305970781427]"
"[0.46111337621195636, 0.19747285946177096, 0.0615978335297388, 0.1368617293826364, 0.3207938270326307, 0.4580733121375853, 0.738557682673721, 0.641316538694733]"
"[0.1323807653282476, 0.9552434032612441, 0.8182226664292627, 0.8062015152253338, 0.7288456466032914, 0.8835777066241424, 0.2669037260148306, 0.8724142836580431]"
"[0.41205398678004657, 0.977385734679878, 0.3164925998413818, 0.8653255470383499, 0.9570013068628322, 0.43527183387428126, 0.19146202542919222, 0.8450703424427397]"
"[0.6912853813967629, 0.6115117128173336, 0.4585603600088859, 0.7272753964633637, 0.8973586648847188, 0.3258505300889365, 0.6441567066420231, 0.48819300930860177]"
"[0.8816329285573681, 0.09023299168944743, 0.07187359769643875, 0.9615607970741308, 0.2930834977551836, 0.40347808491971804, 0.8523797277731319, 0.7379200178568075]"
"[0.6140901221079909, 0.027599668696695168, 0.6596461508339551, 0.7196107724692794, 0.9053662255161594, 0.1175285941551022, 0.6553544443727923, 0.2868731366998425]"
"[0.7659046535166554, 0.6889765023239527, 0.45810657911124597, 0.5109847356174725, 0.8144630983553456, 0.12428577131941299, 0.26090213939106466, 0.4541972429595118]"
"[0.15424424679496507, 0.6874381830981425, 0.6653561386105461, 0.0014460819521713297, 0.10974858554187972, 0.4326138183230698, 0.8456739677366893, 0.07912180584020045]"
"[0.12645037457467534, 0.19187948330657267, 0.9016920734472137, 0.712898620718009, 0.584442707174703, 0.9102865667264088, 0.18536444395340024, 0.44966297205385997]"
"[0.05251077949859417, 0.9901019779364124, 0.9462414746252803, 0.7092632917492009, 0.7983770450407406, 0.2633587601893982, 0.3096657619049341, 0.9070932377831823]"
"[0.07349594697038497, 0.69776275156692, 0.3721493240107526, 0.6449534543351286, 0.6533557812917644, 0.10957642318166838, 0.09531071108248501, 0.3041664245395982]"
"[0.7017637739847612, 0.7706976580736099, 0.79931032838986, 0.3812709307370914, 0.9718738402747106, 0.9840088159554509, 0.822877179906529, 0.22592411493667852]"
"[0.9269578385449583, 0.7638157786922731, 0.4545515438815869, 0.9275178856489904, 0.9424948311937835, 0.33263199519202313, 0.27695654935171354, 0.12769097788899098]"
"[0.9251761786314033, 0.6677251146911178, 0.2572399296268363, 0.9861251763148265, 0.7909677572602426, 0.9018416385027043, 0.4556739895171972, 0.18046359683214264]"
"[0.4416034942843319, 0.6987602238486007, 0.26064661055731075, 0.4073162826587816, 0.9864113528335677, 0.4644945425496546, 0.38142604238825184, 0.7136316349664884]"
"[0.7725034387923666, 0.335932249068319, 0.10889515603519218, 0.6318649986900774, 0.2392304636902738, 0.45700204316528215, 0.9244646381401647, 0.7809117600920766]"
"[0.9782970176552984, 0.43694514703250364, 0.7635076963954104, 0.8156982171699393, 0.4234536088058133, 0.009546640764417469, 0.6929888639493079, 0.7999665744117537]"
"[0.2669494299780487, 0.47883708791340784, 0.977437673559033, 0.36495146647996446, 0.6269653203865772, 0.32966094753417363, 0.1765225798104555, 0.8662432117760509]"
"[0.1880402034825175, 0.5468665218563193, 0.7813296740645636, 0.3249302067926688, 0.942992274830006, 0.9739263130269755, 0.5290292301889618, 0.0963363097487322]"
"[0.1701605660032569, 0.15521385810556299, 0.5734618770045969, 0.4064504937136313, 0.8522096054223175, 0.7057286892265245, 0.8557997313829588, 0.2201336185047238]"
"[0.12546563272984768, 0.5515542732682077, 0.4302611582982897, 0.2085043730247771, 0.38885797083255125, 0.07717839649012159, 0.2167194757630534, 0.023569704114872025]"
"[0.02746127008187149, 0.1653495246460409, 0.7341142426708226, 0.8081432616666541, 0.1502100403899581, 0.23842390203139618, 0.6128835752465702, 0.1496028135235561]"
"[0.3468421130745474, 0.9989990966933967, 0.21502802353081618, 0.5477586458806705, 0.1976443626239378, 0.14680852337000627, 0.7008632387472685, 0.029548542515975162]"
"[0.3614980670341381, 0.25222056268608795, 0.5641980320855564, 0.41735865922914017, 0.04086936987059053, 0.5081199845673587, 0.9137110436022823, 0.7666117913749447]"
"[0.22430502245866812, 0.258466536572337, 0.6979251810651788, 0.5457035629417027, 0.5031244451306714, 0.2857717968177177, 0.27286414593414987, 0.8933044187321519]"
"[0.09611035064693285, 0.9911734725153676, 0.013296628665482646, 0.8882983018772423, 0.9317195463765421, 0.3392493818490395, 0.08457575232925629, 0.5387325182655809]"
"[0.2971400445214094, 0.9032698469634126, 0.6655785600946433, 0.2753306102246772, 0.2810822939737839, 0.5684837272295428, 0.14072710747794992, 0.4701846515799152]"
"[0.3625867820240857, 0.22361788094301294, 0.7475701156586109, 0.6553705716938498, 0.6713993691351802, 0.49682783091451876, 0.5236052235239034, 0.06825887348762183]"
"[0.8330610485285214, 0.047827855220256454, 0.6789013038102185, 0.5638694780803376, 0.9487033495650523, 0.135055201638828, 0.8986411466541347, 0.06138033188618175]"
